timestamp	5BTK-M	I3Q-II	M5-CGW	MJXW-P	Y-OMTZ	ZA9-PY
2016-01-23 21:17:52			10.0			
2016-01-23 22:14:53			31.0			
2016-01-23 23:11:53			23.0			
2016-01-24 00:08:54			73.0			
2016-01-24 01:05:54			86.0			
2016-01-24 02:02:56			51.0			
2016-01-24 03:00:00			74.0			
2016-01-24 03:57:00			183.0			
2016-01-24 04:54:02			196.0			
2016-01-24 05:51:02			135.0			
2016-01-24 06:48:02	109.0					
2016-01-24 07:45:02	133.0					
2016-01-24 08:42:04	63.0					
2016-01-24 09:39:04			32.0			
2016-01-24 10:36:05	1.0					
2016-01-24 11:33:05	91.0					
2016-01-24 12:30:05	124.0					
2016-01-24 13:27:06	124.0					
2016-01-24 14:24:06	75.0					
2016-01-24 15:21:06						20.0
2016-01-24 16:18:08			21.0			
2016-01-24 17:15:11			5.0			
2016-01-24 18:12:14				42.0		
2016-01-24 19:09:17				76.0		
2016-01-24 20:06:17				38.0		
2016-01-24 21:03:17		147.0				
2016-01-24 22:00:19		275.0				
2016-01-24 22:57:19			27.0			
2016-01-24 23:54:22						20.0
2016-01-25 00:51:22						20.0
2016-01-25 01:48:23				108.0		
2016-01-25 02:45:24					181.0	
2016-01-25 03:42:24					341.0	
2016-01-25 04:39:24					220.0	
2016-01-25 05:36:24	10.0					
2016-01-25 06:33:24	17.0					
2016-01-25 07:30:24					81.0	
2016-01-25 08:27:24					184.0	
2016-01-25 09:24:24					121.0	
2016-01-25 10:21:24			74.0			
2016-01-25 11:18:25			36.0			
2016-01-25 12:15:26		164.0				
2016-01-25 13:12:26	109.0					
2016-01-25 14:09:27	247.0					
2016-01-25 15:06:27					42.0	
2016-01-25 16:03:30					58.0	
2016-01-25 17:00:30					20.0	
2016-01-25 17:57:32	181.0					
2016-01-25 18:54:34	596.0					
2016-01-25 19:51:36	1224.0					
2016-01-25 20:48:36	1830.0					
2016-01-25 21:45:36	1943.0					
2016-01-25 22:42:37	1064.0					
2016-01-25 23:39:38	1082.0					
2016-01-26 00:36:39	1212.0					
2016-01-26 01:33:40					4.0	
2016-01-26 02:30:40					4.0	
2016-01-26 03:27:40	126.0					
2016-01-26 04:24:40	263.0					
2016-01-26 05:21:42	463.0					
2016-01-26 06:18:46	667.0					
2016-01-26 07:15:48	699.0					
2016-01-26 08:12:48	932.0					
2016-01-26 09:09:50	916.0					
2016-01-26 10:06:52	404.0					
2016-01-26 11:03:52					0.0	
2016-01-26 12:15:56					0.0	
2016-01-26 13:12:57					52.0	
2016-01-26 14:09:57					162.0	
2016-01-26 15:06:57					260.0	
2016-01-26 16:03:57					183.0	
2016-01-26 17:00:58					72.0	
2016-01-26 17:57:58					209.0	
2016-01-26 18:55:00					546.0	
2016-01-26 19:52:01					681.0	
2016-01-26 20:49:01					324.0	
2016-01-26 21:46:03					4.0	
2016-01-26 22:43:03						288.0
2016-01-26 23:40:03					24.0	
2016-01-27 00:37:03					242.0	
2016-01-27 01:34:08					493.0	
2016-01-27 02:31:12					304.0	
2016-01-27 03:28:19						513.0
2016-01-27 04:25:23						488.0
2016-01-27 05:22:24						202.0
2016-01-27 06:19:24	58.0					
2016-01-27 07:16:24	90.0					
2016-01-27 08:13:24	41.0					
2016-01-27 09:10:24						613.0
2016-01-27 10:07:24						432.0
2016-01-27 11:04:24						346.0
2016-01-27 12:01:24	28.0					
2016-01-27 12:58:24					21.0	
2016-01-27 13:55:24					42.0	
2016-01-27 14:52:24					87.0	
2016-01-27 15:49:24					97.0	
