timestamp	factionKills	podKills	shipKills
2016-01-12 00:00:00	529.0	0.0	0.0
2016-01-12 04:00:00	609.25	0.0	0.25
2016-01-12 08:00:00	780.916666667	0.0	0.25
2016-01-12 12:00:00	881.0625	0.0	0.25
2016-01-12 16:00:00	1088.77	0.0	0.2
2016-01-12 20:00:00	1241.39166667	0.0	0.25
2016-01-13 00:00:00	1286.08571429	0.0	0.357142857143
2016-01-13 04:00:00	1266.60625	0.0	0.3125
2016-01-13 08:00:00	1383.41875	0.0	0.3125
2016-01-13 12:00:00	1421.85625	0.0	0.3
2016-01-13 16:00:00	1422.91875	0.0625	0.675
2016-01-13 20:00:00	1454.7625	0.0625	0.675
2016-01-14 00:00:00	1328.46875	0.0625	0.675
2016-01-14 04:00:00	1145.34375	0.0625	0.64375
2016-01-14 08:00:00	1015.7625	0.0625	0.54375
2016-01-14 12:00:00	1017.75625	0.0625	0.54375
2016-01-14 16:00:00	1102.9125	0.0625	0.575
2016-01-14 20:00:00	1196.69375	0.15625	4.30625
2016-01-15 00:00:00	1159.31875	0.125	5.30625
2016-01-15 04:00:00	1116.85	0.125	5.3375
2016-01-15 08:00:00	1132.94375	0.125	5.3375
2016-01-15 12:00:00	1307.88125	0.125	5.30625
2016-01-15 16:00:00	1545.61875	0.125	5.34375
2016-01-15 20:00:00	1745.46875	0.125	5.34375
2016-01-16 00:00:00	1747.8125	0.125	5.5
2016-01-16 04:00:00	1710.15625	0.03125	1.71875
2016-01-16 08:00:00	1790.71875	0.0	0.3125
2016-01-16 12:00:00	1811.375	0.0	0.34375
2016-01-16 16:00:00	1897.28125	0.0	0.5
2016-01-16 20:00:00	1836.63125	0.125	1.35
2016-01-17 00:00:00	1633.6625	0.15625	1.725
2016-01-17 04:00:00	1351.06875	0.15625	1.725
2016-01-17 08:00:00	1189.35	0.15625	1.69375
2016-01-17 12:00:00	1207.06875	0.15625	2.0375
2016-01-17 16:00:00	1364.0625	0.15625	2.2625
2016-01-17 20:00:00	1410.34375	0.21875	3.85625
2016-01-18 00:00:00	1397.75	0.21875	3.7
2016-01-18 04:00:00	1383.7125	0.09375	2.9125
2016-01-18 08:00:00	1434.11875	0.0625	2.475
2016-01-18 12:00:00	1503.0375	0.0625	2.475
2016-01-18 16:00:00	1554.225	0.0625	2.31875
2016-01-18 20:00:00	1502.6	0.0625	1.975
2016-01-19 00:00:00	1288.79375	0.0625	1.84375
2016-01-19 04:00:00	1168.10625	0.0	0.1875
2016-01-19 08:00:00	1051.14375	0.05	0.4375
2016-01-19 12:00:00	991.425	0.05	0.40625
2016-01-19 16:00:00	972.05	0.05	0.572916666667
2016-01-19 20:00:00	990.81875	0.1125	1.04166666667
2016-01-20 00:00:00	938.2375	0.1125	1.04166666667
2016-01-20 04:00:00	865.95625	0.1125	1.04166666667
2016-01-20 08:00:00	852.3625	0.1125	0.979166666667
2016-01-20 12:00:00	917.05	0.1125	1.01041666667
2016-01-20 16:00:00	1143.1375	0.0625	1.07291666667
2016-01-20 20:00:00	1290.61875	0.1125	1.24166666667
2016-01-21 00:00:00	1262.99375	0.1125	1.075
2016-01-21 04:00:00	1198.775	0.08125	0.6375
2016-01-21 08:00:00	1265.0125	0.1125	0.7
2016-01-21 12:00:00	1326.48125	0.1125	0.79375
2016-01-21 16:00:00	1449.35625	0.1125	1.0125
2016-01-21 20:00:00	1611.325	0.1125	0.98125
2016-01-22 00:00:00	1534.73125	0.1125	0.7
2016-01-22 04:00:00	1395.5	0.0625	0.5
2016-01-22 08:00:00	1474.46875	0.0625	0.5625
2016-01-22 12:00:00	1549.41875	0.03125	0.68125
2016-01-22 16:00:00	1565.16875	0.0	0.775
2016-01-22 20:00:00	1559.29375	0.0625	1.025
2016-01-23 00:00:00	1466.575	0.0625	0.775
2016-01-23 04:00:00	1251.35625	0.0625	0.74375
2016-01-23 08:00:00	1151.1375	0.125	0.9
2016-01-23 12:00:00	1215.48125	0.125	1.025
2016-01-23 16:00:00	1302.2625	0.125	1.0875
2016-01-23 20:00:00	1415.75	0.125	1.0
2016-01-24 00:00:00	1443.2875	0.125	0.89375
2016-01-24 04:00:00	1476.06875	0.0625	0.55
2016-01-24 08:00:00	1498.19375	0.0625	0.70625
2016-01-24 12:00:00	1569.725	0.0625	0.76875
2016-01-24 16:00:00	1640.475	0.0	0.58125
2016-01-24 20:00:00	1607.9375	0.1	1.53125
2016-01-25 00:00:00	1476.03125	0.1	1.4375
2016-01-25 04:00:00	1302.59375	0.1	1.375
2016-01-25 08:00:00	1185.36875	0.1	1.325
2016-01-25 12:00:00	1180.43125	0.1	1.5125
2016-01-25 16:00:00	1214.975	0.1	1.43125
2016-01-25 20:00:00	1277.88125	0.1	1.4625
2016-01-26 00:00:00	1258.19375	0.1	1.4625
2016-01-26 04:00:00	1272.48125	0.0	0.45
2016-01-26 08:00:00	1301.575	0.0	0.48125
2016-01-26 12:00:00	1358.7625	0.0	0.54375
2016-01-26 16:00:00	1517.5875	0.0	0.59375
2016-01-26 20:00:00	1607.7125	0.0	0.40625
2016-01-27 00:00:00	1589.23125	0.0	0.33125
2016-01-27 04:00:00	1490.0125	0.0	0.2375
2016-01-27 08:00:00	1481.5125	0.0	0.2375
2016-01-27 12:00:00	1486.5	0.0	0.325
2016-01-27 16:00:00	1641.875	0.0	0.325
2016-01-27 20:00:00	1840.65625	0.0	0.29375
2016-01-28 00:00:00	1806.425	0.0	0.4
2016-01-28 04:00:00	1737.8	0.0	0.4
2016-01-28 08:00:00	1719.26875	0.0	0.4
2016-01-28 12:00:00	1694.3	0.0	0.4625
2016-01-28 16:00:00	1670.1375	0.0	0.4625
2016-01-28 20:00:00	1678.3375	0.0625	0.4375
2016-01-29 00:00:00	1475.68125	0.0625	0.4375
2016-01-29 04:00:00	1207.775	0.0625	0.40625
2016-01-29 08:00:00	1084.15	0.0625	0.25
2016-01-29 12:00:00	991.0	0.0625	0.35
2016-01-29 16:00:00	991.03125	0.0625	0.35
2016-01-29 20:00:00	995.6875	0.125	0.6
2016-01-30 00:00:00	939.85	0.125	0.6
2016-01-30 04:00:00	846.775	0.0625	0.475
2016-01-30 08:00:00	840.55625	0.0625	0.4125
2016-01-30 12:00:00	953.775	0.0625	0.44375
2016-01-30 16:00:00	1196.275	0.125	1.725
2016-01-30 20:00:00	1375.26875	0.25	3.78125
2016-01-31 00:00:00	1412.6	0.35	4.48125
2016-01-31 04:00:00	1487.19375	0.2875	4.16875
2016-01-31 08:00:00	1581.69375	0.2875	4.16875
2016-01-31 12:00:00	1768.675	0.2875	4.2
2016-01-31 16:00:00	2058.76875	0.2875	4.29375
2016-01-31 20:00:00	2189.9625	0.2875	4.2875
2016-02-01 00:00:00	2002.93125	0.225	3.06875
2016-02-01 04:00:00	1877.2125	0.1	0.9125
2016-02-01 08:00:00	1773.5375	0.0	0.2125
2016-02-01 12:00:00	1708.225	0.0	0.2125
2016-02-01 16:00:00	1786.6875	0.0	0.3125
2016-02-01 20:00:00	1817.28125	0.0	0.28125
2016-02-02 00:00:00	1616.4375	0.0	0.3125
2016-02-02 04:00:00	1467.4625	0.0	0.2875
