timestamp	shipJumps
2016-01-13 04:00:00	121.666666667
2016-01-13 08:00:00	132.458333333
2016-01-13 12:00:00	134.505555556
2016-01-13 16:00:00	139.191666667
2016-01-13 20:00:00	155.303333333
2016-01-14 00:00:00	151.544444444
2016-01-14 04:00:00	143.966666667
2016-01-14 08:00:00	138.620833333
2016-01-14 12:00:00	140.1125
2016-01-14 16:00:00	147.2375
2016-01-14 20:00:00	160.38125
2016-01-15 00:00:00	157.225
2016-01-15 04:00:00	142.975
2016-01-15 08:00:00	140.08125
2016-01-15 12:00:00	147.3
2016-01-15 16:00:00	162.49375
2016-01-15 20:00:00	175.7625
2016-01-16 00:00:00	174.8875
2016-01-16 04:00:00	162.14375
2016-01-16 08:00:00	165.05
2016-01-16 12:00:00	171.8
2016-01-16 16:00:00	182.13125
2016-01-16 20:00:00	194.375
2016-01-17 00:00:00	184.5625
2016-01-17 04:00:00	167.5625
2016-01-17 08:00:00	164.59375
2016-01-17 12:00:00	174.49375
2016-01-17 16:00:00	192.0125
2016-01-17 20:00:00	199.54375
2016-01-18 00:00:00	195.45
2016-01-18 04:00:00	177.95625
2016-01-18 08:00:00	176.58125
2016-01-18 12:00:00	178.0375
2016-01-18 16:00:00	178.1
2016-01-18 20:00:00	176.1625
2016-01-19 00:00:00	156.58125
2016-01-19 04:00:00	144.425
2016-01-19 08:00:00	137.7375
2016-01-19 12:00:00	138.01875
2016-01-19 16:00:00	143.3
2016-01-19 20:00:00	152.3125
2016-01-20 00:00:00	145.28125
2016-01-20 04:00:00	134.84375
2016-01-20 08:00:00	136.40625
2016-01-20 12:00:00	137.46875
2016-01-20 16:00:00	150.5625
2016-01-20 20:00:00	163.175
2016-01-21 00:00:00	156.6125
2016-01-21 04:00:00	145.3
2016-01-21 08:00:00	151.39375
2016-01-21 12:00:00	156.8
2016-01-21 16:00:00	163.04375
2016-01-21 20:00:00	175.98125
2016-01-22 00:00:00	170.7
2016-01-22 04:00:00	157.05625
2016-01-22 08:00:00	156.49375
2016-01-22 12:00:00	163.81875
2016-01-22 16:00:00	169.50625
2016-01-22 20:00:00	176.1625
2016-01-23 00:00:00	169.7
2016-01-23 04:00:00	154.91875
2016-01-23 08:00:00	155.13125
2016-01-23 12:00:00	165.975
2016-01-23 16:00:00	184.725
2016-01-23 20:00:00	199.43125
2016-01-24 00:00:00	196.35625
2016-01-24 04:00:00	187.79375
2016-01-24 08:00:00	190.325
2016-01-24 12:00:00	195.48125
2016-01-24 16:00:00	197.3
2016-01-24 20:00:00	197.0
2016-01-25 00:00:00	184.75
2016-01-25 04:00:00	162.78125
2016-01-25 08:00:00	152.3875
2016-01-25 12:00:00	149.2625
2016-01-25 16:00:00	150.74375
2016-01-25 20:00:00	158.43125
2016-01-26 00:00:00	154.275
2016-01-26 04:00:00	146.66875
2016-01-26 08:00:00	140.8875
2016-01-26 12:00:00	145.575
2016-01-26 16:00:00	159.31875
2016-01-26 20:00:00	165.2875
2016-01-27 00:00:00	163.025
2016-01-27 04:00:00	149.0875
2016-01-27 08:00:00	143.2125
2016-01-27 12:00:00	144.59375
2016-01-27 16:00:00	154.9375
2016-01-27 20:00:00	170.9375
2016-01-28 00:00:00	166.69375
2016-01-28 04:00:00	160.775
2016-01-28 08:00:00	158.18125
2016-01-28 12:00:00	156.4
2016-01-28 16:00:00	163.4125
2016-01-28 20:00:00	165.0625
2016-01-29 00:00:00	153.90625
2016-01-29 04:00:00	134.4375
2016-01-29 08:00:00	125.28125
2016-01-29 12:00:00	123.80625
2016-01-29 16:00:00	129.7125
2016-01-29 20:00:00	143.4
2016-01-30 00:00:00	139.60625
2016-01-30 04:00:00	136.95625
2016-01-30 08:00:00	137.70625
2016-01-30 12:00:00	143.925
2016-01-30 16:00:00	162.8
2016-01-30 20:00:00	178.38125
2016-01-31 00:00:00	179.60625
2016-01-31 04:00:00	171.7625
2016-01-31 08:00:00	174.73125
2016-01-31 12:00:00	182.85
2016-01-31 16:00:00	199.19375
2016-01-31 20:00:00	212.24375
2016-02-01 00:00:00	202.5875
2016-02-01 04:00:00	186.61875
2016-02-01 08:00:00	172.6125
2016-02-01 12:00:00	166.01875
2016-02-01 16:00:00	168.29375
2016-02-01 20:00:00	175.41875
2016-02-02 00:00:00	168.3875
2016-02-02 04:00:00	158.2125
